model,K,spk,local_t,gi,target,method,target_top1
timbrewm,2,chinese:SSB0005,0,0,690,mean,0
timbrewm,2,chinese:SSB0005,0,0,690,tct,0
timbrewm,2,chinese:SSB0005,0,0,866,mean,0
timbrewm,2,chinese:SSB0005,0,0,866,tct,0
timbrewm,2,chinese:SSB0005,0,0,752,mean,0
timbrewm,2,chinese:SSB0005,0,0,752,tct,0
timbrewm,2,chinese:SSB0005,0,0,944,mean,0
timbrewm,2,chinese:SSB0005,0,0,944,tct,0
timbrewm,2,chinese:SSB0005,0,0,370,mean,0
timbrewm,2,chinese:SSB0005,0,0,370,tct,0
timbrewm,2,chinese:SSB0005,0,0,482,mean,0
timbrewm,2,chinese:SSB0005,0,0,482,tct,0
timbrewm,2,chinese:SSB0005,0,0,290,mean,0
timbrewm,2,chinese:SSB0005,0,0,290,tct,0
timbrewm,2,chinese:SSB0005,0,0,98,mean,0
timbrewm,2,chinese:SSB0005,0,0,98,tct,0
timbrewm,2,chinese:SSB0005,0,0,352,mean,0
timbrewm,2,chinese:SSB0005,0,0,352,tct,0
timbrewm,2,chinese:SSB0005,0,0,672,mean,0
timbrewm,2,chinese:SSB0005,0,0,672,tct,0
timbrewm,2,chinese:SSB0005,1,1,818,mean,0
timbrewm,2,chinese:SSB0005,1,1,818,tct,0
timbrewm,2,chinese:SSB0005,1,1,570,mean,0
timbrewm,2,chinese:SSB0005,1,1,570,tct,0
timbrewm,2,chinese:SSB0005,1,1,842,mean,0
timbrewm,2,chinese:SSB0005,1,1,842,tct,0
timbrewm,2,chinese:SSB0005,1,1,626,mean,0
timbrewm,2,chinese:SSB0005,1,1,626,tct,0
timbrewm,2,chinese:SSB0005,1,1,346,mean,0
timbrewm,2,chinese:SSB0005,1,1,346,tct,0
timbrewm,2,chinese:SSB0005,1,1,362,mean,0
timbrewm,2,chinese:SSB0005,1,1,362,tct,0
timbrewm,2,chinese:SSB0005,1,1,322,mean,0
timbrewm,2,chinese:SSB0005,1,1,322,tct,0
timbrewm,2,chinese:SSB0005,1,1,74,mean,0
timbrewm,2,chinese:SSB0005,1,1,74,tct,0
timbrewm,2,chinese:SSB0005,1,1,266,mean,0
